"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"SG-NES3_p50",194,53,0.27319587628866,40,0.206185567010309,154,13,167,0.206185567010309,0.793814432989691,0.245283018867925,2.71255414008824,1.50231610355477,3.10079080847287,0.754716981132076,0.206185567010309,0.323886639676113,9.57369162116,"p50","SG-NES3"
"SG-NES3_p51",194,21,0.108247422680412,19,0.0979381443298969,175,2,177,0.0979381443298969,0.902061855670103,0.0952380952380952,2.98013621473572,1.66759394906175,3.41497898051023,0.904761904761905,0.0979381443298969,0.176744186046512,19.3215916002553,"p51","SG-NES3"
"SG-NES3_p52",194,21,0.108247422680412,18,0.0927835051546392,176,3,179,0.0927835051546392,0.907216494845361,0.142857142857143,2.96281484973927,2.0063934753128,3.57825189325924,0.857142857142857,0.0927835051546392,0.167441860465116,21.3701154736316,"p52","SG-NES3"
"SG-NES3_p53",194,21,0.108247422680412,19,0.0979381443298969,175,2,177,0.0979381443298969,0.902061855670103,0.0952380952380952,2.99843782469274,1.68838264246243,3.44111396729556,0.904761904761905,0.0979381443298969,0.176744186046512,19.4694606044354,"p53","SG-NES3"
"SG-NES3_p54",194,23,0.118556701030928,20,0.103092783505155,174,3,177,0.103092783505155,0.896907216494845,0.130434782608696,2.92152235998073,1.69917006211856,3.37971475125747,0.869565217391304,0.103092783505155,0.184331797235023,18.3349525255718,"p54","SG-NES3"
"SG-NES3_p55",194,660,3.4020618556701,153,0.788659793814433,41,507,548,0.788659793814433,0.211340206185567,0.768181818181818,2.10463485671273,1.15890966900576,2.40261513792893,0.231818181818182,0.788659793814433,0.358313817330211,6.70533767252061,"p55","SG-NES3"
"SG-NES3_p56",194,287,1.47938144329897,115,0.592783505154639,79,172,251,0.592783505154639,0.407216494845361,0.599303135888502,2.3072719701154,1.3960109567279,2.69672959997559,0.400696864111498,0.592783505154639,0.478170478170478,5.63968233734026,"p56","SG-NES3"
"SG-NES3_p57",194,23,0.118556701030928,20,0.103092783505155,174,3,177,0.103092783505155,0.896907216494845,0.130434782608696,2.91592485641446,1.39673991852456,3.23318730794485,0.869565217391304,0.103092783505155,0.184331797235023,17.5400411456008,"p57","SG-NES3"
"SG-NES3_p58",194,43,0.221649484536082,34,0.175257731958763,160,9,169,0.175257731958763,0.824742268041237,0.209302325581395,2.67104798428264,1.53467528659783,3.08053981789466,0.790697674418605,0.175257731958763,0.286919831223629,10.7365873064858,"p58","SG-NES3"
"SG-NES3_p59",194,23,0.118556701030928,20,0.103092783505155,174,3,177,0.103092783505155,0.896907216494845,0.130434782608696,2.91592485641446,1.39673991852456,3.23318730794485,0.869565217391304,0.103092783505155,0.184331797235023,17.5400411456008,"p59","SG-NES3"
"SG-NES3_p60",194,36,0.185567010309278,29,0.149484536082474,165,7,172,0.149484536082474,0.850515463917526,0.194444444444444,2.79919900430976,1.67487900746746,3.26201391097339,0.805555555555556,0.149484536082474,0.252173913043478,12.9355724055841,"p60","SG-NES3"
"SG-NES3_p61",194,191,0.984536082474227,104,0.536082474226804,90,87,177,0.536082474226804,0.463917525773196,0.455497382198953,2.43138507378832,1.46878307164076,2.84059097523369,0.544502617801047,0.536082474226804,0.54025974025974,5.25782464165851,"p61","SG-NES3"
"SG-NES3_p62",194,87,0.448453608247423,64,0.329896907216495,130,23,153,0.329896907216495,0.670103092783505,0.264367816091954,2.65292113962262,1.40863656930203,3.00370563761357,0.735632183908046,0.329896907216495,0.455516014234875,6.59407253257355,"p62","SG-NES3"
"SG-NES3_p63",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,2.95598385147538,1.42331288863249,3.28080174791629,0.863636363636364,0.0979381443298969,0.175925925925926,18.648767830261,"p63","SG-NES3"
"SG-NES3_p64",194,26,0.134020618556701,23,0.118556701030928,171,3,174,0.118556701030928,0.881443298969072,0.115384615384615,2.87126277150543,1.86163157752408,3.42196172296942,0.884615384615385,0.118556701030928,0.209090909090909,16.3659038924624,"p64","SG-NES3"
"SG-NES3_p65",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,2.95598385147538,1.42331288863249,3.28080174791629,0.863636363636364,0.0979381443298969,0.175925925925926,18.648767830261,"p65","SG-NES3"
"SG-NES3_p66",194,26,0.134020618556701,23,0.118556701030928,171,3,174,0.118556701030928,0.881443298969072,0.115384615384615,2.91374306073772,1.83371618400402,3.44273345867429,0.884615384615385,0.118556701030928,0.209090909090909,16.4652469762684,"p66","SG-NES3"
"SG-NES3_p67",194,86,0.443298969072165,57,0.293814432989691,137,29,166,0.293814432989691,0.706185567010309,0.337209302325581,2.45483937837416,1.73227915480601,3.00450119716932,0.662790697674419,0.293814432989691,0.407142857142857,7.3794766246264,"p67","SG-NES3"
"SG-NES3_p68",194,43,0.221649484536082,32,0.164948453608247,162,11,173,0.164948453608247,0.835051546391753,0.255813953488372,2.83953996274994,1.49482419534874,3.20896970616021,0.744186046511628,0.164948453608247,0.270042194092827,11.8832159431245,"p68","SG-NES3"
"SG-NES3_p69",194,20,0.103092783505155,18,0.0927835051546392,176,2,178,0.0927835051546392,0.907216494845361,0.1,2.90582079202098,1.44949508450357,3.24728047377208,0.9,0.0927835051546392,0.168224299065421,19.3032783718673,"p69","SG-NES3"
"SG-NES3_p70",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,3.04007778953334,1.92423204093696,3.59788019725259,0.863636363636364,0.0979381443298969,0.175925925925926,20.4511084896463,"p70","SG-NES3"
"SG-NES3_p71",194,20,0.103092783505155,18,0.0927835051546392,176,2,178,0.0927835051546392,0.907216494845361,0.1,2.90582079202098,1.44949508450357,3.24728047377208,0.9,0.0927835051546392,0.168224299065421,19.3032783718673,"p71","SG-NES3"
"SG-NES3_p72",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,3.13705303121154,1.86077821863525,3.64740966983158,0.863636363636364,0.0979381443298969,0.175925925925926,20.7326444390427,"p72","SG-NES3"
"SR-PVG1_p1",52,930,17.8846153846154,36,0.692307692307692,16,894,910,0.692307692307692,0.307692307692308,0.961290322580645,2.52559624055175,1.18732467711612,2.79076624946949,0.0387096774193548,0.692307692307692,0.0733197556008147,38.0629507913756,"p1","SR-PVG1"
"SR-PVG1_p2",52,719,13.8269230769231,33,0.634615384615385,19,686,705,0.634615384615385,0.365384615384615,0.954102920723227,2.46224505317603,1.4275507102387,2.846146821967,0.0458970792767733,0.634615384615385,0.0856031128404669,33.2481696929782,"p2","SR-PVG1"
"SR-PVG1_p3",52,926,17.8076923076923,40,0.769230769230769,12,886,898,0.769230769230769,0.230769230769231,0.956803455723542,2.60157236782675,1.31100300342905,2.91322976437488,0.0431965442764579,0.769230769230769,0.081799591002045,35.6142338694829,"p3","SR-PVG1"
"SR-PVG1_p4",52,709,13.6346153846154,37,0.711538461538462,15,672,687,0.711538461538462,0.288461538461538,0.947813822284908,2.5600057134453,1.57647345920176,3.0064759803531,0.0521861777150917,0.711538461538462,0.0972404730617608,30.9179489330906,"p4","SR-PVG1"
"SR-PVG1_p5",52,927,17.8269230769231,39,0.75,13,888,901,0.75,0.25,0.957928802588997,2.55110436269807,1.3090506444533,2.86735889960094,0.0420711974110032,0.75,0.0796731358529111,35.9890302911451,"p5","SR-PVG1"
"SR-PVG1_p6",52,654,12.5769230769231,32,0.615384615384615,20,622,642,0.615384615384615,0.384615384615385,0.951070336391437,2.60225148740355,1.36004972335573,2.93623024534759,0.0489296636085627,0.615384615384615,0.0906515580736544,32.3902898939906,"p6","SR-PVG1"
"SR-PVG1_p7",52,218,4.19230769230769,26,0.5,26,192,218,0.5,0.5,0.880733944954128,2.36538328439609,1.6765513711187,2.89928656432931,0.119266055045872,0.5,0.192592592592593,15.0539879301714,"p7","SR-PVG1"
"SR-PVG1_p8",52,233,4.48076923076923,27,0.519230769230769,25,206,231,0.519230769230769,0.480769230769231,0.88412017167382,2.762522232487,1.64574937338587,3.21559016122779,0.11587982832618,0.519230769230769,0.189473684210526,16.9711702953689,"p8","SR-PVG1"
"SR-PVG1_p9",52,219,4.21153846153846,27,0.519230769230769,25,192,217,0.519230769230769,0.480769230769231,0.876712328767123,2.65503164050336,1.94611049893732,3.29188989581184,0.123287671232877,0.519230769230769,0.199261992619926,16.5204104030557,"p9","SR-PVG1"
"SR-PVG1_p10",52,236,4.53846153846154,28,0.538461538461538,24,208,232,0.538461538461538,0.461538461538462,0.88135593220339,2.89065439959668,1.9388405869046,3.48065879961484,0.11864406779661,0.538461538461538,0.194444444444444,17.9005309694477,"p10","SR-PVG1"
"SR-PVG1_p11",52,204,3.92307692307692,27,0.519230769230769,25,177,202,0.519230769230769,0.480769230769231,0.867647058823529,2.69605851979691,1.91222726450365,3.30535091227552,0.132352941176471,0.519230769230769,0.2109375,15.6698117322691,"p11","SR-PVG1"
"SR-PVG1_p12",52,233,4.48076923076923,26,0.5,26,207,233,0.5,0.5,0.888412017167382,2.71502459491912,1.62006261749828,3.16163904259027,0.111587982832618,0.5,0.182456140350877,17.3282139834275,"p12","SR-PVG1"
"SR-PVG1_p13",52,116,2.23076923076923,15,0.288461538461538,37,101,138,0.288461538461538,0.711538461538462,0.870689655172414,2.88248992760386,1.59712765092003,3.29538539719879,0.129310344827586,0.288461538461538,0.178571428571429,18.4541582243132,"p13","SR-PVG1"
"SR-PVG1_p14",52,105,2.01923076923077,17,0.326923076923077,35,88,123,0.326923076923077,0.673076923076923,0.838095238095238,2.55732475534144,1.53956095727856,2.9849887513119,0.161904761904762,0.326923076923077,0.21656050955414,13.7836245281167,"p14","SR-PVG1"
"SR-PVG1_p15",52,115,2.21153846153846,15,0.288461538461538,37,100,137,0.288461538461538,0.711538461538462,0.869565217391304,2.94033596552984,1.55079360328833,3.32423470744596,0.130434782608696,0.288461538461538,0.179640718562874,18.5049065381158,"p15","SR-PVG1"
"SR-PVG1_p16",52,105,2.01923076923077,18,0.346153846153846,34,87,121,0.346153846153846,0.653846153846154,0.828571428571429,3.00779960784652,1.75684342880444,3.48329690297784,0.171428571428571,0.346153846153846,0.229299363057325,15.1910448268756,"p16","SR-PVG1"
"SR-PVG1_p17",52,116,2.23076923076923,18,0.346153846153846,34,98,132,0.346153846153846,0.653846153846154,0.844827586206897,3.14270688414128,1.61434410485772,3.53308837258819,0.155172413793103,0.346153846153846,0.214285714285714,16.4877457387449,"p17","SR-PVG1"
"SR-PVG1_p18",52,106,2.03846153846154,16,0.307692307692308,36,90,126,0.307692307692308,0.692307692307692,0.849056603773585,2.61911407815315,1.77940604556689,3.16639296824952,0.150943396226415,0.307692307692308,0.20253164556962,15.634065280732,"p18","SR-PVG1"
"SR-PVG1_p19",52,658,12.6538461538462,29,0.557692307692308,23,629,652,0.557692307692308,0.442307692307692,0.955927051671733,3.078199318398,1.21990044817119,3.31111282611061,0.0440729483282675,0.557692307692308,0.0816901408450704,40.5325880437678,"p19","SR-PVG1"
"SR-PVG1_p20",52,704,13.5384615384615,37,0.711538461538462,15,667,682,0.711538461538462,0.288461538461538,0.947443181818182,2.63892574512757,1.57837619261233,3.07493097381104,0.0525568181818182,0.711538461538462,0.0978835978835979,31.4141596783939,"p20","SR-PVG1"
"SR-PVG1_p21",52,606,11.6538461538462,28,0.538461538461538,24,578,602,0.538461538461538,0.461538461538462,0.953795379537954,2.8922393403374,1.29650152884048,3.16953697187476,0.0462046204620462,0.538461538461538,0.0851063829787234,37.2420594195284,"p21","SR-PVG1"
"SR-PVG1_p22",52,677,13.0192307692308,32,0.615384615384615,20,645,665,0.615384615384615,0.384615384615385,0.952732644017725,2.41539647428487,1.36588126314113,2.77484625754073,0.0472673559822747,0.615384615384615,0.0877914951989026,31.6072331522999,"p22","SR-PVG1"
"SR-PVG1_p23",52,253,4.86538461538461,18,0.346153846153846,34,235,269,0.346153846153846,0.653846153846154,0.928853754940711,2.82953642542094,1.47972191456518,3.19309463173711,0.0711462450592885,0.346153846153846,0.118032786885246,27.0526072966616,"p23","SR-PVG1"
"SR-PVG1_p24",52,682,13.1153846153846,32,0.615384615384615,20,650,670,0.615384615384615,0.384615384615385,0.953079178885631,2.50944289016194,1.35749566067446,2.85308571335218,0.0469208211143695,0.615384615384615,0.0871934604904632,32.7213267750078,"p24","SR-PVG1"
"SR-PVG1_p25",52,158,3.03846153846154,20,0.384615384615385,32,138,170,0.384615384615385,0.615384615384615,0.873417721518987,3.40345820600326,1.40988162623676,3.68392371799565,0.126582278481013,0.384615384615385,0.190476190476191,19.3405995194772,"p25","SR-PVG1"
"SR-PVG1_p26",52,235,4.51923076923077,25,0.480769230769231,27,210,237,0.480769230769231,0.519230769230769,0.893617021276596,2.57689022686399,1.78249936886384,3.13331569448518,0.106382978723404,0.480769230769231,0.174216027874564,17.9852320863449,"p26","SR-PVG1"
"SR-PVG1_p27",52,145,2.78846153846154,18,0.346153846153846,34,127,161,0.346153846153846,0.653846153846154,0.875862068965517,2.93484008303381,1.45818003003744,3.27712912668725,0.124137931034483,0.346153846153846,0.182741116751269,17.9331788321497,"p27","SR-PVG1"
"SR-PVG1_p28",52,235,4.51923076923077,27,0.519230769230769,25,208,233,0.519230769230769,0.480769230769231,0.885106382978723,2.78840092275795,1.34308004229085,3.09500302197548,0.114893617021277,0.519230769230769,0.18815331010453,16.4493679130919,"p28","SR-PVG1"
"SR-PVG1_p29",52,60,1.15384615384615,10,0.192307692307692,42,50,92,0.192307692307692,0.807692307692308,0.833333333333333,3.43421549198164,1.44102147798012,3.72429576502279,0.166666666666667,0.192307692307692,0.178571428571429,20.8560562841276,"p29","SR-PVG1"
"SR-PVG1_p30",52,235,4.51923076923077,25,0.480769230769231,27,210,237,0.480769230769231,0.519230769230769,0.893617021276596,2.5396110472734,1.83008924372556,3.13031163168032,0.106382978723404,0.480769230769231,0.174216027874564,17.967988765845,"p30","SR-PVG1"
"SR-PVG1_p31",52,67,1.28846153846154,14,0.269230769230769,38,53,91,0.269230769230769,0.730769230769231,0.791044776119403,3.49519401693128,1.05316573787252,3.65041631700013,0.208955223880597,0.269230769230769,0.235294117647059,15.5142693472506,"p31","SR-PVG1"
"SR-PVG1_p32",52,112,2.15384615384615,16,0.307692307692308,36,96,132,0.307692307692308,0.692307692307692,0.857142857142857,2.38895969561254,2.16264648347806,3.22244755422973,0.142857142857143,0.307692307692308,0.195121951219512,16.5150437154274,"p32","SR-PVG1"
"SR-PVG1_p33",52,63,1.21153846153846,11,0.211538461538462,41,52,93,0.211538461538462,0.788461538461538,0.825396825396825,3.18285612337249,1.71529949677494,3.6156362463232,0.174603174603175,0.211538461538462,0.191304347826087,18.899916742144,"p33","SR-PVG1"
"SR-PVG1_p34",52,102,1.96153846153846,16,0.307692307692308,36,86,122,0.307692307692308,0.692307692307692,0.843137254901961,2.52661715534242,2.14247698354031,3.31270310693105,0.156862745098039,0.307692307692308,0.207792207792208,15.9423837021057,"p34","SR-PVG1"
"SR-PVG1_p35",52,28,0.538461538461538,8,0.153846153846154,44,20,64,0.153846153846154,0.846153846153846,0.714285714285714,3.52956354635552,1.57140665487963,3.86356541328884,0.285714285714286,0.153846153846154,0.2,19.3178270664442,"p35","SR-PVG1"
"SR-PVG1_p36",52,104,2,16,0.307692307692308,36,88,124,0.307692307692308,0.692307692307692,0.846153846153846,2.54634156261984,1.81148763106459,3.12495484623782,0.153846153846154,0.307692307692308,0.205128205128205,15.2341548754094,"p36","SR-PVG1"
"SR-PVG1_p37",52,622,11.9615384615385,30,0.576923076923077,22,592,614,0.576923076923077,0.423076923076923,0.951768488745981,3.03247419005804,1.62778129161547,3.44173962505903,0.0482315112540193,0.576923076923077,0.0890207715133531,38.6622084548298,"p37","SR-PVG1"
"SR-PVG1_p38",52,595,11.4423076923077,31,0.596153846153846,21,564,585,0.596153846153846,0.403846153846154,0.947899159663866,2.71773134249627,1.57887083988281,3.14307123352603,0.0521008403361345,0.596153846153846,0.0958268933539413,32.7994691627636,"p38","SR-PVG1"
"SR-PVG1_p39",52,580,11.1538461538462,28,0.538461538461538,24,552,576,0.538461538461538,0.461538461538462,0.951724137931034,2.97844897988495,1.64498482407242,3.40251868432876,0.0482758620689655,0.538461538461538,0.0886075949367089,38.3998537231388,"p39","SR-PVG1"
"SR-PVG1_p40",52,402,7.73076923076923,26,0.5,26,376,402,0.5,0.5,0.935323383084577,2.81283884214017,1.63846767062775,3.25524786453271,0.0646766169154229,0.5,0.114537444933921,28.4208178941894,"p40","SR-PVG1"
"SR-PVG1_p41",52,237,4.55769230769231,16,0.307692307692308,36,221,257,0.307692307692308,0.692307692307692,0.932489451476793,2.88310992164141,1.74498189460521,3.37005706669296,0.0675105485232067,0.307692307692308,0.110726643598616,30.4358278835708,"p41","SR-PVG1"
"SR-PVG1_p42",52,250,4.80769230769231,16,0.307692307692308,36,234,270,0.307692307692308,0.692307692307692,0.936,2.726024089702,1.88446109670643,3.31397057359229,0.064,0.307692307692308,0.105960264900662,31.2755972882772,"p42","SR-PVG1"
"SR-PVG1_p43",52,151,2.90384615384615,16,0.307692307692308,36,135,171,0.307692307692308,0.692307692307692,0.894039735099338,2.896919227786,1.55418425146441,3.28749596194675,0.105960264900662,0.307692307692308,0.157635467980296,20.8550525085997,"p43","SR-PVG1"
"SR-PVG1_p44",52,208,4,18,0.346153846153846,34,190,224,0.346153846153846,0.653846153846154,0.913461538461538,2.36180861060628,1.57977377072373,2.8414477084403,0.0865384615384615,0.346153846153846,0.138461538461538,20.5215667831799,"p44","SR-PVG1"
"SR-PVG1_p45",52,140,2.69230769230769,18,0.346153846153846,34,122,156,0.346153846153846,0.653846153846154,0.871428571428571,2.8472102074155,1.77476580614645,3.35505583140991,0.128571428571429,0.346153846153846,0.1875,17.8936311008529,"p45","SR-PVG1"
"SR-PVG1_p46",52,124,2.38461538461538,16,0.307692307692308,36,108,144,0.307692307692308,0.692307692307692,0.870967741935484,2.75681982260698,1.69872704178747,3.23816755230775,0.129032258064516,0.307692307692308,0.181818181818182,17.8099215376926,"p46","SR-PVG1"
