"treeID.x","src","pair_id","treeID.y","obs","pred","Zobs","Xobs","Yobs","Zpred","dxy","dz","dxyz","site","Site_Tag","Tag_Number","Height","DBH","Crown_Radius","Canopy_Position","X","Y","Reference","Site_Name","Crown_Radius_Mod","Crown_Area","N","Pixel_Code","Class","Classified","DBH_bins"
2766,1,NA,2766,NA,NA,NA,NA,NA,23.59,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43438,5.5,264,46,"","PIEN",NA
2767,1,NA,2767,NA,NA,NA,NA,NA,23.349,NA,NA,NA,"SR-PVG1","SR-PVG1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.414618,3.25,265,46,"","PIEN",NA
3003,1,1,3003,4579,NA,26.3,327833.362141126,4311233.19141797,28.25,2.92566586065675,1.95,3.51596654253313,"SG-NES1","SG-NES14579",4579,26.3,41.6,2.6566,"D",-106.986304179378,38.9331427160014,"PIEN","SG-NES1",2.8165,16.625,266,46,"","PIEN",5
3004,1,NA,3004,NA,NA,NA,NA,NA,27.649,NA,NA,NA,"SG-NES1","SG-NES1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.767218,13.0625,267,46,"","PIEN",NA
3005,1,2,3005,4343,NA,24,327819.092478566,4311214.4247061,26.14,3.32902275382251,2.14,3.9575235306272,"SG-NES1","SG-NES14343",4343,24,52.4,2.468,"D",-106.986464001272,38.9329709014201,"PIEN","SG-NES1",2.64348,10.1875,268,46,"","PIEN",NA
3006,1,3,3006,4373,NA,23.8,327829.580631991,4311208.52147054,25.3,3.63458278779614,1.5,3.93194507099781,"SG-NES1","SG-NES14373",4373,23.8,43.3,2.4516,"D",-106.986341582886,38.9329197954021,"PIEN","SG-NES1",2.5746,9,269,46,"","PIEN",5
3007,1,NA,3007,NA,NA,NA,NA,NA,25.298,NA,NA,NA,"SG-NES1","SG-NES1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.574436,5.75,270,45,"Evergreen forest","ABLA",NA
3008,1,NA,3008,NA,NA,NA,NA,NA,24.689,NA,NA,NA,"SG-NES1","SG-NES1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.524498,27.25,271,46,"","PIEN",NA
3009,1,4,3009,4382,NA,23.5,327829.944693033,4311213.42383588,24.34,0.767451264959095,0.84,1.13779674990189,"SG-NES1","SG-NES14382",4382,23.5,43.2,2.427,"D",-106.986338617031,38.9329640177248,"PIEN","SG-NES1",2.49588,9.9375,272,46,"","PIEN",5
3010,1,5,3010,4623,NA,25.4,327814.98877118,4311239.84720693,24.329,4.35581294061641,1.071,4.4855487260358,"SG-NES1","SG-NES14623",4623,25.4,47.3,2.5828,"D",-106.98651770895,38.9331990517202,"PIEN","SG-NES1",2.494978,11.4375,273,46,"","PIEN",5
3011,1,6,3011,4556,NA,22.6,327829.108716684,4311230.98450797,23.958,2.77251452535863,1.358,3.08723189820988,"SG-NES1","SG-NES14556",4556,22.6,28,2.3532,"D",-106.986352669485,38.9331220056234,"PIEN","SG-NES1",2.464556,4.6875,274,46,"","PIEN",3
3012,1,NA,3012,NA,NA,NA,NA,NA,23.662,NA,NA,NA,"SG-NES1","SG-NES1NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.440284,5.1875,275,46,"","PIEN",NA
3013,1,7,3013,4329,NA,23.6,327812.849048237,4311218.96153563,23.39,1.85215669710047,0.210000000000001,1.86402372050737,"SG-NES1","SG-NES14329",4329,23.6,29.6,2.4352,"D",-106.986537132108,38.9330105346709,"ABLA","SG-NES1",2.41798,12.5,276,46,"","PIEN",3
3014,1,123,3014,4662,NA,21.7,327822.130716245,4311240.40039837,23.122,2.98259795822131,1.422,3.30423585423104,"SG-NES1","SG-NES14662",4662,21.7,37,2.2794,"D",-106.986435496693,38.933205435728,"PIEN","SG-NES1",2.396004,11,277,46,"","PIEN",4
3015,1,8,3015,4750,NA,21.9,327846.706082388,4311234.2716938,23.103,4.29356121883902,1.203,4.45890983760812,"SG-NES1","SG-NES14750",4750,21.9,31.1,2.2958,"D",-106.986150586584,38.9331550640564,"PIEN","SG-NES1",2.394446,15.0625,278,45,"Evergreen forest","ABLA",4
3016,1,9,3016,4620,NA,22,327819.1242255,4311235.15020605,22.733,2.6511049192405,0.733000000000001,2.75057199375351,"SG-NES1","SG-NES14620",4620,22,31.4,2.304,"D",-106.986468843996,38.9331575621683,"PIEN","SG-NES1",2.364106,14.8125,279,46,"","PIEN",4
3018,1,10,3018,4790,NA,24,327831.468815172,4311242.4891895,22.374,2.86920274001987,1.626,3.29790848316589,"SG-NES1","SG-NES14790",4790,24,45.8,2.468,"D",-106.986328347232,38.9332260804099,"PIEN","SG-NES1",2.334668,9.75,280,46,"","PIEN",5
3020,1,11,3020,4804,NA,21.2,327817.381088946,4311252.20464408,22.286,2.14140083238086,1.086,2.40104009231862,"SG-NES1","SG-NES14804",4804,21.2,34.7,2.2384,"D",-106.98649322973,38.9333108128028,"PIEN","SG-NES1",2.327452,6.25,281,46,"","PIEN",4
3021,1,12,3021,4765,NA,25.2,327832.716028262,4311237.63450943,22.197,3.06422783571911,3.003,4.29039639534575,"SG-NES1","SG-NES14765",4765,25.2,35.6,2.5664,"D",-106.986312746042,38.9331826038089,"PIEN","SG-NES1",2.320154,10.125,282,46,"","PIEN",4
3022,1,13,3022,4818,NA,24.7,327814.843379361,4311251.03860886,22.084,1.88446828331984,2.616,3.22407765273084,"SG-NES1","SG-NES14818",4818,24.7,41.6,2.5254,"D",-106.98652219816,38.9332998132972,"PIEN","SG-NES1",2.310888,2.6875,283,47,"","PICO",5
3023,1,14,3023,4573,NA,22.4,327837.584137978,4311230.099423,21.864,2.65576140681627,0.535999999999998,2.70931073336646,"SG-NES1","SG-NES14573",4573,22.4,30.8,2.3368,"D",-106.986254720026,38.933115698078,"PIEN","SG-NES1",2.292848,20.6875,284,47,"","PICO",4
3308,1,101,3308,2103,NA,13.9,324843.413614482,4304819.32614267,16.825,1.01561858805664,2.925,3.09630523631088,"CC-CVN2","CC-CVN22103",2103,13.9,12.8,1.6398,"D",-107.019142305405,38.8747881764399,"PICO","CC-CVN2",1.87965,2.625,285,47,"","PICO",2
3309,1,1,3309,1705,NA,14.4,324853.04206789,4304836.11171136,16.443,0.794986151209888,2.043,2.19222534895834,"CC-CVN2","CC-CVN21705",1705,14.4,27.5,1.6808,"D",-107.01903565504,38.8749412649602,"PICO","CC-CVN2",1.848326,7.75,286,47,"","PICO",3
